#string_protein_id	preferred_name	protein_size	annotation
93061.SAOUHSC_02396	ABD31426.1	285	Conserved hypothetical protein.
93061.SAOUHSC_02397	ABD31427.1	260	ABC transporter, ATP-binding protein, putative.
93061.SAOUHSC_02399	glmS	601	Glucosamine--fructose-6-phosphate aminotransferase, isomerizing; Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source.
93061.SAOUHSC_02400	ABD31429.1	512	PTS system, mannitol-specific component, putative.
93061.SAOUHSC_02401	ABD31430.1	710	Conserved hypothetical protein.
93061.SAOUHSC_02402	ABD31431.1	144	PTS system, mannitol-specific IIa component, putative.
93061.SAOUHSC_02403	mtlD	368	Mannitol-1-phosphate 5-dehydrogenase, putative.
93061.SAOUHSC_02404	ABD31433.1	2478	Conserved hypothetical protein.
93061.SAOUHSC_02405	glmM	451	Phosphoglucosamine mutase; Catalyzes the conversion of glucosamine-6-phosphate to glucosamine-1-phosphate.
93061.SAOUHSC_02406	ABD31435.1	310	Conserved hypothetical protein.
93061.SAOUHSC_02407	dacA	269	Conserved hypothetical protein; Catalyzes the condensation of 2 ATP molecules into cyclic di- AMP (c-di-AMP), a second messenger used to regulate differing processes in different bacteria.
93061.SAOUHSC_02409	ABD31437.1	302	Arginase; Belongs to the arginase family.
93061.SAOUHSC_02410	ABD31438.1	400	Transposase, putative.
93061.SAOUHSC_02411	ABD31439.1	34	Hypothetical protein.
93061.SAOUHSC_02412	ABD31440.1	38	Hypothetical protein.
93061.SAOUHSC_02416	ABD31441.1	61	Hypothetical protein.
93061.SAOUHSC_02417	ABD31442.1	295	Conserved hypothetical protein; Binds and transfers iron-sulfur (Fe-S) clusters to target apoproteins. Can hydrolyze ATP; Belongs to the Mrp/NBP35 ATP-binding proteins family.
93061.SAOUHSC_02418	ABD31443.1	480	Conserved hypothetical protein; Belongs to the major facilitator superfamily.
93061.SAOUHSC_02419	sepA	157	Conserved hypothetical protein; Involved in multidrug efflux; Belongs to the multidrug resistance efflux pump SepA family.
93061.SAOUHSC_02420	ABD31445.1	447	Conserved hypothetical protein.
93061.SAOUHSC_02422	ABD31446.1	227	Conserved hypothetical protein.
93061.SAOUHSC_02423	ABD31447.1	395	UDP-N-acetylglucosamine pyrophosphorylase, putative; Belongs to the UDPGP type 1 family.
93061.SAOUHSC_02424	ABD31448.1	171	Conserved hypothetical protein.
93061.SAOUHSC_02425	ABD31449.1	86	Conserved hypothetical protein; Belongs to the UPF0457 family.
93061.SAOUHSC_02426	ABD31450.1	397	Membrane protein, putative.
93061.SAOUHSC_02427	ABD31451.1	322	Conserved hypothetical protein; Belongs to the binding-protein-dependent transport system permease family. FecCD subfamily.
93061.SAOUHSC_02428	ABD31452.1	343	Conserved hypothetical protein; Belongs to the binding-protein-dependent transport system permease family. FecCD subfamily.
93061.SAOUHSC_02430	ABD31453.1	327	ABC transporter periplasmic binding protein, putative.
93061.SAOUHSC_02432	ABD31454.1	41	Hypothetical protein.
93061.SAOUHSC_02433	ABD31455.1	356	Conserved hypothetical protein.
93061.SAOUHSC_02434	ABD31456.1	585	Conserved hypothetical protein.
93061.SAOUHSC_02435	sfaA	397	Conserved hypothetical protein; Involved in staphyloferrin A secretion.
93061.SAOUHSC_02436	ABD31458.1	658	Conserved hypothetical protein.
93061.SAOUHSC_02437	ABD31459.1	266	Conserved hypothetical protein.
93061.SAOUHSC_02438	ABD31460.1	99	Conserved hypothetical protein.
93061.SAOUHSC_02440	ABD31461.1	114	Conserved hypothetical protein.
93061.SAOUHSC_02441	asp23	169	Conserved hypothetical protein; May play a key role in alkaline pH tolerance.
93061.SAOUHSC_02442	ABD31463.1	79	Conserved hypothetical protein.
93061.SAOUHSC_02443	ABD31464.1	178	Conserved hypothetical protein.
93061.SAOUHSC_02444	ABD31465.1	520	Osmoprotectant transporter, BCCT family, opuD-like protein, putative; Belongs to the BCCT transporter (TC 2.A.15) family.
93061.SAOUHSC_02445	ABD31466.1	333	Conserved hypothetical protein; Belongs to the zinc-containing alcohol dehydrogenase family. Quinone oxidoreductase subfamily.
93061.SAOUHSC_02447	ABD31467.1	333	Conserved hypothetical protein.
93061.SAOUHSC_02448	ABD31468.1	294	Conserved hypothetical protein.
93061.SAOUHSC_02449	lacG	470	6-phospho-beta-galactosidase; Belongs to the glycosyl hydrolase 1 family.
93061.SAOUHSC_02450	ABD31470.1	570	Pts system, lactose-specific IIBC component, putative.
93061.SAOUHSC_02451	ABD31471.1	103	PTS system lactose-specific IIA component, putative.
93061.SAOUHSC_02452	lacD	326	Tagatose 1,6-diphosphate aldolase; Belongs to the aldolase LacD family.
93061.SAOUHSC_02453	lacC	310	Tagatose-6-phosphate kinase; Belongs to the carbohydrate kinase PfkB family. LacC subfamily.
93061.SAOUHSC_02454	lacB	171	Galactose-6-phosphate isomerase, LacB subunit.
93061.SAOUHSC_02455	lacA	142	Galactose-6-phosphate isomerase, LacA subunit.
93061.SAOUHSC_02456	lacR	263	Lactose phosphotransferase system repressor, putative; Repressor of the lactose catabolism operon. Galactose-6- phosphate is the inducer.
93061.SAOUHSC_02457	cobB	246	Transcriptional regulator, Sir2 family, putative; NAD-dependent protein deacetylase which modulates the activities of several enzymes which are inactive in their acetylated form; Belongs to the sirtuin family. Class U subfamily.
93061.SAOUHSC_02458	ABD31478.1	202	Conserved hypothetical protein.
93061.SAOUHSC_02459	ABD31479.1	41	Conserved hypothetical protein.
93061.SAOUHSC_02460	ABD31480.1	282	Conserved hypothetical protein.
93061.SAOUHSC_02461	ABD31481.1	138	Transcriptional regulator, merR family, putative.
93061.SAOUHSC_02462	ABD31482.1	55	Hypothetical protein.
93061.SAOUHSC_02463	hysA	807	Hyaluronate lyase; Belongs to the polysaccharide lyase 8 family.
93061.SAOUHSC_02464	ABD31484.1	284	Conserved hypothetical protein.
93061.SAOUHSC_02465	ABD31485.1	271	Conserved hypothetical protein; Belongs to the HAD-like hydrolase superfamily.
93061.SAOUHSC_02466	ABD31486.1	141	Truncated MHC class II analog protein.
93061.SAOUHSC_02467	ABD31487.1	234	Alpha-acetolactate decarboxylase.
93061.SAOUHSC_02468	ABD31488.1	554	Acetolactate synthase, putative; Belongs to the TPP enzyme family.
93061.SAOUHSC_02469	ABD31489.1	79	Conserved hypothetical protein.
93061.SAOUHSC_02470	ABD31490.1	60	Conserved hypothetical protein.
93061.SAOUHSC_02471	ABD31491.1	468	Conserved hypothetical protein.
93061.SAOUHSC_02472	ABD31492.1	378	Conserved hypothetical protein.
93061.SAOUHSC_02473	ABD31493.1	30	Hypothetical protein.
93061.SAOUHSC_02474	ABD31494.1	231	Conserved hypothetical protein.
93061.SAOUHSC_02475	ABD31495.1	97	Conserved hypothetical protein.
93061.SAOUHSC_02476	ABD31496.1	365	Conserved hypothetical protein.
93061.SAOUHSC_02477	rpsI	132	Ribosomal protein S9, putative; Belongs to the universal ribosomal protein uS9 family.
93061.SAOUHSC_02478	rplM	145	Ribosomal protein L13; This protein is one of the early assembly proteins of the 50S ribosomal subunit, although it is not seen to bind rRNA by itself. It is important during the early stages of 50S assembly.
93061.SAOUHSC_02480	truA	267	tRNA pseudouridine synthase A; Formation of pseudouridine at positions 38, 39 and 40 in the anticodon stem and loop of transfer RNAs.
93061.SAOUHSC_02481	ecfT	268	Cobalt transport protein, putative; Transmembrane (T) component of an energy-coupling factor (ECF) ABC-transporter complex. Unlike classic ABC transporters this ECF transporter provides the energy necessary to transport a number of different substrates.
93061.SAOUHSC_02482	ecfA2	286	ABC transporter, ATP-binding protein, putative; ATP-binding (A) component of a common energy-coupling factor (ECF) ABC-transporter complex. Unlike classic ABC transporters this ECF transporter provides the energy necessary to transport a number of different substrates.
93061.SAOUHSC_02483	ecfA1	269	ABC transporter, ATP-binding protein, putative; ATP-binding (A) component of a common energy-coupling factor (ECF) ABC-transporter complex. Unlike classic ABC transporters this ECF transporter provides the energy necessary to transport a number of different substrates.
93061.SAOUHSC_02484	rplQ	122	Ribosomal protein L17.
93061.SAOUHSC_02485	rpoA	314	DNA-directed RNA polymerase alpha chain, putative; DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates.
93061.SAOUHSC_02486	rpsK	129	Ribosomal protein S11, putative; Located on the platform of the 30S subunit, it bridges several disparate RNA helices of the 16S rRNA. Forms part of the Shine- Dalgarno cleft in the 70S ribosome; Belongs to the universal ribosomal protein uS11 family.
93061.SAOUHSC_02487	rpsM	121	Conserved hypothetical protein; Located at the top of the head of the 30S subunit, it contacts several helices of the 16S rRNA. In the 70S ribosome it contacts the 23S rRNA (bridge B1a) and protein L5 of the 50S subunit (bridge B1b), connecting the 2 subunits; these bridges are implicated in subunit movement. Contacts the tRNAs in the A and P-sites. Belongs to the universal ribosomal protein uS13 family.
93061.SAOUHSC_02488	rpmJ	37	Ribosomal protein L36; Belongs to the bacterial ribosomal protein bL36 family.
93061.SAOUHSC_02489	infA	72	Translation initiation factor IF-1; One of the essential components for the initiation of protein synthesis. Stabilizes the binding of IF-2 and IF-3 on the 30S subunit to which N-formylmethionyl-tRNA(fMet) subsequently binds. Helps modulate mRNA selection, yielding the 30S pre-initiation complex (PIC). Upon addition of the 50S ribosomal subunit IF-1, IF-2 and IF-3 are released leaving the mature 70S translation initiation complex.
93061.SAOUHSC_02490	adk	215	Adenylate kinase, putative; Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism; Belongs to the adenylate kinase family.
93061.SAOUHSC_02491	secY	430	Preprotein translocase, SecY subunit, putative; The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently.
93061.SAOUHSC_02492	rplO	146	Ribosomal protein L15; Binds to the 23S rRNA; Belongs to the universal ribosomal protein uL15 family.
93061.SAOUHSC_02493	rpmD	59	Ribosomal protein L30.
93061.SAOUHSC_02494	rpsE	166	Ribosomal protein S5; With S4 and S12 plays an important role in translational accuracy; Belongs to the universal ribosomal protein uS5 family.
93061.SAOUHSC_02495	rplR	119	Ribosomal protein L18; This is one of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance.
93061.SAOUHSC_02496	rplF	178	Ribosomal protein L6, putative; This protein binds to the 23S rRNA, and is important in its secondary structure. It is located near the subunit interface in the base of the L7/L12 stalk, and near the tRNA binding site of the peptidyltransferase center; Belongs to the universal ribosomal protein uL6 family.
93061.SAOUHSC_02498	rpsH	132	Ribosomal protein S8, putative; One of the primary rRNA binding proteins, it binds directly to 16S rRNA central domain where it helps coordinate assembly of the platform of the 30S subunit; Belongs to the universal ribosomal protein uS8 family.
93061.SAOUHSC_02499	rpsZ	56	Ribosomal protein S14p/S29e, putative; Binds 16S rRNA, required for the assembly of 30S particles and may also be responsible for determining the conformation of the 16S rRNA at the A site.
93061.SAOUHSC_02500	rplE	179	50S ribosomal protein L5, putative; This is 1 of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance. In the 70S ribosome it contacts protein S13 of the 30S subunit (bridge B1b), connecting the 2 subunits; this bridge is implicated in subunit movement. Contacts the P site tRNA; the 5S rRNA and some of its associated proteins might help stabilize positioning of ribosome-bound tRNAs.
93061.SAOUHSC_02501	rplX	105	Ribosomal protein L24; One of two assembly initiator proteins, it binds directly to the 5'-end of the 23S rRNA, where it nucleates assembly of the 50S subunit.
93061.SAOUHSC_02502	rplN	122	Ribosomal protein L14; Binds to 23S rRNA. Forms part of two intersubunit bridges in the 70S ribosome; Belongs to the universal ribosomal protein uL14 family.
93061.SAOUHSC_02503	rpsQ	87	30S ribosomal protein S17, putative; One of the primary rRNA binding proteins, it binds specifically to the 5'-end of 16S ribosomal RNA.
93061.SAOUHSC_02504	rpmC	69	Ribosomal protein L29; Belongs to the universal ribosomal protein uL29 family.
93061.SAOUHSC_02505	rplP	144	Ribosomal protein L16; Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs; Belongs to the universal ribosomal protein uL16 family.
93061.SAOUHSC_02506	rpsC	217	Ribosomal protein S3; Binds the lower part of the 30S subunit head. Binds mRNA in the 70S ribosome, positioning it for translation; Belongs to the universal ribosomal protein uS3 family.
93061.SAOUHSC_02507	rplV	117	Ribosomal protein L22; This protein binds specifically to 23S rRNA; its binding is stimulated by other ribosomal proteins, e.g. L4, L17, and L20. It is important during the early stages of 50S assembly. It makes multiple contacts with different domains of the 23S rRNA in the assembled 50S subunit and ribosome (By similarity).
93061.SAOUHSC_02508	rpsS	92	Ribosomal protein S19; Protein S19 forms a complex with S13 that binds strongly to the 16S ribosomal RNA.
93061.SAOUHSC_02509	rplB	277	Ribosomal protein L2; One of the primary rRNA binding proteins. Required for association of the 30S and 50S subunits to form the 70S ribosome, for tRNA binding and peptide bond formation. It has been suggested to have peptidyltransferase activity; this is somewhat controversial. Makes several contacts with the 16S rRNA in the 70S ribosome. Belongs to the universal ribosomal protein uL2 family.
93061.SAOUHSC_02510	rplW	91	Ribosomal protein L23, putative; One of the early assembly proteins it binds 23S rRNA. One of the proteins that surrounds the polypeptide exit tunnel on the outside of the ribosome. Forms the main docking site for trigger factor binding to the ribosome; Belongs to the universal ribosomal protein uL23 family.
93061.SAOUHSC_02511	rplD	207	Conserved hypothetical protein; One of the primary rRNA binding proteins, this protein initially binds near the 5'-end of the 23S rRNA. It is important during the early stages of 50S assembly. It makes multiple contacts with different domains of the 23S rRNA in the assembled 50S subunit and ribosome.
93061.SAOUHSC_02512	rplC	220	Ribosomal protein L3, putative; One of the primary rRNA binding proteins, it binds directly near the 3'-end of the 23S rRNA, where it nucleates assembly of the 50S subunit; Belongs to the universal ribosomal protein uL3 family.
93061.SAOUHSC_02515	ABD31531.1	129	Conserved hypothetical protein.
93061.SAOUHSC_02516	ABD31532.1	392	Conserved hypothetical protein.
93061.SAOUHSC_02517	topB	711	DNA topoisomerase III, putative; Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA- (5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus remov [...] 
